dataset,estimator,shift_type,cost_type,n_samples,method,parameter,prune_level,merge_level,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,2,1.0,0.84,2.506494319461434,0.4967022144710969,1.85,3.3331079483032227,0.033331079483032225
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,2,1.0,0.9,2.827741439646721,0.49939306949688367,1.98,3.3331079483032227,0.033331079483032225
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,2,1.0,0.92,3.185595075242826,0.5017655567255929,2.01,3.3331079483032227,0.033331079483032225
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,1,1.0,0.61,1.706981331915476,0.48949065272503317,1.5999999999999999,1.161417007446289,0.01161417007446289
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,1,1.0,0.76,2.203578189361333,0.4926885235919079,1.71,1.161417007446289,0.01161417007446289
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,1,1.0,0.84,2.599550555899467,0.4938466841093095,1.8399999999999999,1.161417007446289,0.01161417007446289
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,1,1.0,0.91,3.152117694011656,0.49533551802331033,1.8900000000000001,1.161417007446289,0.01161417007446289
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,1,1.0,0.92,3.63856924781475,0.4968118071170118,2.0,1.161417007446289,0.01161417007446289
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.61,1.6346092061092818,0.4876255448479143,1.6600000000000001,6.391037225723267,0.06391037225723267
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.76,2.0469243043941736,0.4917583104353519,1.88,6.391037225723267,0.06391037225723267
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,2,1.0,0.86,2.4103267064367335,0.49258863645002643,2.0200000000000005,6.391037225723267,0.06391037225723267
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,2,1.0,0.92,2.709211567509708,0.4935766994244836,2.02,6.391037225723267,0.06391037225723267
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,2,1.0,0.92,3.0312359991243825,0.49429801925928984,2.16,6.391037225723267,0.06391037225723267
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,1,1.0,0.61,1.7877577646732843,0.490627109029603,1.52,0.6335899829864502,0.006335899829864502
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,1,1.0,0.77,2.3017740054669087,0.4939062266507037,1.6400000000000001,0.6335899829864502,0.006335899829864502
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,1,1.0,0.85,2.9281257669189245,0.49461931952793947,1.7899999999999998,0.6335899829864502,0.006335899829864502
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,1,1.0,0.88,3.2629679021303253,0.4965580576417591,1.88,0.6335899829864502,0.006335899829864502
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,1,1.0,0.91,3.767695472674133,0.4992133428338571,1.9700000000000002,0.6335899829864502,0.006335899829864502
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.61,1.7095333855519153,0.49001142420001614,1.6800000000000002,4.144475936889648,0.04144475936889649
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.77,2.1399357727284003,0.4932909076336546,1.72,4.144475936889648,0.04144475936889649
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,2,1.0,0.87,2.5304009454579965,0.4951782155654425,1.87,4.144475936889648,0.04144475936889649
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,2,1.0,0.9,2.8099886698123493,0.49762377642949907,2.04,4.144475936889648,0.04144475936889649
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,2,1.0,0.9,3.1928695658992803,0.49818056598731486,2.1300000000000003,4.144475936889648,0.04144475936889649
Bail,XGBoost,label,tlps,100,Baseline,0.0,1.0,1,1.0,0.36,0.7990343886196999,0.48970776470760186,1.27,0.8659701347351074,0.008659701347351074
Bail,XGBoost,label,tlps,100,Baseline,0.0,1.0,2,1.0,0.38,0.7779143131915928,0.49588992110437985,1.3099999999999998,5.304180860519409,0.05304180860519409
Bail,XGBoost,label,tlps,100,Baseline,0.0,0.5,1,1.0,0.36,0.8441026024906868,0.4898209243799194,1.2400000000000002,0.49498486518859863,0.004949848651885986
Bail,XGBoost,label,tlps,100,Baseline,0.0,0.5,2,1.0,0.36,0.7872915734266881,0.49392053407852216,1.32,3.3476638793945312,0.033476638793945315
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,1.0,1,1.0,0.67,1.6253552804125513,0.49551203731700794,1.4300000000000002,0.885200023651123,0.008852000236511231
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,1.0,1,1.0,0.72,1.8816888543723669,0.49846411237576815,1.57,0.885200023651123,0.008852000236511231
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,1.0,1,1.0,0.79,2.449328224945605,0.4996574987366914,1.75,0.885200023651123,0.008852000236511231
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,1.0,1,1.0,0.89,2.882187102124036,0.5025527277128344,1.93,0.885200023651123,0.008852000236511231
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,1.0,1,1.0,0.9,3.3538071306908472,0.5037169050728223,2.0999999999999996,0.885200023651123,0.008852000236511231
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,1.0,2,1.0,0.64,1.5615154557580488,0.4970468160165298,1.51,5.353070974349976,0.05353070974349976
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,1.0,2,1.0,0.72,1.8087042200285524,0.49932843223881085,1.6500000000000001,5.353070974349976,0.05353070974349976
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,1.0,2,1.0,0.8,2.1585652787902903,0.501098686932769,1.81,5.353070974349976,0.05353070974349976
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,1.0,2,1.0,0.9,2.496303470882155,0.5034446147915514,1.92,5.353070974349976,0.05353070974349976
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,1.0,2,1.0,0.92,2.8564095762396478,0.5047013303447477,2.1399999999999997,5.353070974349976,0.05353070974349976
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,0.5,1,1.0,0.71,1.6717953847000475,0.4972110311378271,1.4500000000000002,0.5163857936859131,0.005163857936859131
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,0.5,1,1.0,0.76,1.9581801966658745,0.49974365486361255,1.6,0.5163857936859131,0.005163857936859131
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,1,1.0,0.84,2.5522470413903573,0.5021431932999296,1.79,0.5163857936859131,0.005163857936859131
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,1,1.0,0.93,3.0152652146914276,0.5058454821059083,1.94,0.5163857936859131,0.005163857936859131
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,1,1.0,0.91,3.7706976779098063,0.5092161730403906,2.05,0.5163857936859131,0.005163857936859131
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,0.5,2,1.0,0.71,1.6310586195847911,0.49265870221836294,1.4800000000000002,3.3008129596710205,0.033008129596710206
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,0.5,2,1.0,0.75,1.9025481770907193,0.49565830997964766,1.63,3.3008129596710205,0.033008129596710206
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,2,1.0,0.8,2.2201607264049206,0.49751577842499173,1.79,3.3008129596710205,0.033008129596710206
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,2,1.0,0.93,2.5918339734075664,0.501371456384692,1.91,3.3008129596710205,0.033008129596710206
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,2,1.0,0.93,2.951969221034675,0.5034716598727035,2.04,3.3008129596710205,0.033008129596710206
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,1,1.0,0.63,1.5009438211834927,0.5014685653877815,1.3699999999999999,1.127488136291504,0.011274881362915039
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,1,1.0,0.79,2.139067770270249,0.5039656310400216,1.6600000000000001,1.127488136291504,0.011274881362915039
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,1,1.0,0.87,2.5108161045323443,0.5057594399993777,1.79,1.127488136291504,0.011274881362915039
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,1,1.0,0.91,2.9491899070000853,0.5079734102574314,1.97,1.127488136291504,0.011274881362915039
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,1,1.0,0.92,3.592014392636675,0.5108003376155213,2.0700000000000003,1.127488136291504,0.011274881362915039
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.59,1.4380271289305466,0.49578709942762905,1.44,6.797482013702393,0.06797482013702393
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.74,1.8647832422941972,0.4987038121749351,1.71,6.797482013702393,0.06797482013702393
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,2,1.0,0.88,2.1979845724143487,0.49917472727420914,1.83,6.797482013702393,0.06797482013702393
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,2,1.0,0.93,2.493216127115339,0.5003426139379379,2.0,6.797482013702393,0.06797482013702393
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,2,1.0,0.91,2.8583743820671463,0.5044244536558522,2.1,6.797482013702393,0.06797482013702393
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,1,1.0,0.65,1.5610985625287572,0.4972978491121037,1.3699999999999999,0.697066068649292,0.00697066068649292
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,1,1.0,0.78,2.2151463938220233,0.4993910206582117,1.6400000000000001,0.697066068649292,0.00697066068649292
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,1,1.0,0.88,2.5873351334014534,0.5006089981021102,1.8,0.697066068649292,0.00697066068649292
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,1,1.0,0.93,3.137695742579157,0.5044287483793736,1.98,0.697066068649292,0.00697066068649292
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,1,1.0,0.93,4.4762219848603,0.5062478095395384,2.09,0.697066068649292,0.00697066068649292
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.64,1.5123093551001594,0.49486325539042686,1.3699999999999999,4.184034109115601,0.041840341091156
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.74,1.940762757200035,0.49751555051108026,1.69,4.184034109115601,0.041840341091156
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,2,1.0,0.85,2.2448696717822587,0.49900238605493064,1.7899999999999998,4.184034109115601,0.041840341091156
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,2,1.0,0.93,2.6065206282439606,0.5006661408339375,2.0100000000000002,4.184034109115601,0.041840341091156
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,2,1.0,0.92,2.947236537880055,0.5032953647086956,2.17,4.184034109115601,0.041840341091156
Bail,XGBoost,label,tlps,100,Baseline,0.0,1.0,1,1.0,0.32,0.9189713048533463,0.4993130543464128,1.2899999999999998,0.84751296043396,0.008475129604339599
Bail,XGBoost,label,tlps,100,Baseline,0.0,1.0,2,1.0,0.29,0.8837634018539968,0.4942989631393441,1.3599999999999999,5.233160972595215,0.05233160972595215
Bail,XGBoost,label,tlps,100,Baseline,0.0,0.5,1,1.0,0.33,0.9706220282452905,0.49275882783599023,1.2499999999999998,0.551400899887085,0.00551400899887085
Bail,XGBoost,label,tlps,100,Baseline,0.0,0.5,2,1.0,0.31,0.9257729515208797,0.4939568329424876,1.36,3.8065989017486572,0.03806598901748657
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,1.0,1,1.0,0.57,1.6842935340159537,0.4988203037140129,1.53,0.8431301116943359,0.00843130111694336
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,1.0,1,1.0,0.68,2.0365486746178183,0.49960102766783643,1.67,0.8431301116943359,0.00843130111694336
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,1.0,1,1.0,0.76,2.3288192707637503,0.5000532624005924,1.85,0.8431301116943359,0.00843130111694336
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,1.0,1,1.0,0.87,2.8870661988758792,0.5009507322372576,2.0,0.8431301116943359,0.00843130111694336
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,1.0,1,1.0,0.88,3.311626968325824,0.5046510786378533,2.07,0.8431301116943359,0.00843130111694336
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,1.0,2,1.0,0.56,1.6168078513423716,0.49662664068219337,1.6900000000000002,5.2399070262908936,0.05239907026290894
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,1.0,2,1.0,0.65,1.9218640421446265,0.4980912936868591,1.7,5.2399070262908936,0.05239907026290894
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,1.0,2,1.0,0.73,2.164916964259489,0.5006228171729263,1.98,5.2399070262908936,0.05239907026290894
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,1.0,2,1.0,0.8,2.558565050291101,0.5021357957423872,2.1300000000000003,5.2399070262908936,0.05239907026290894
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,1.0,2,1.0,0.86,2.919369225556967,0.5051474880794453,2.19,5.2399070262908936,0.05239907026290894
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,0.5,1,1.0,0.57,1.7278772965451088,0.4984031021861315,1.53,0.5581738948822021,0.005581738948822021
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,0.5,1,1.0,0.7,2.090448148503618,0.49924996218724765,1.6300000000000001,0.5581738948822021,0.005581738948822021
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,1,1.0,0.78,2.412353893099837,0.5007341352891607,1.82,0.5581738948822021,0.005581738948822021
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,1,1.0,0.86,2.9788638722358365,0.501214225946005,1.93,0.5581738948822021,0.005581738948822021
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,1,1.0,0.91,3.4279828570050883,0.502527783948703,2.04,0.5581738948822021,0.005581738948822021
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,0.5,2,1.0,0.55,1.6208059938643735,0.4979665926588532,1.61,3.8765578269958496,0.038765578269958495
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,0.5,2,1.0,0.66,1.904348731319649,0.49802175675623017,1.77,3.8765578269958496,0.038765578269958495
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,2,1.0,0.77,2.2013746570617716,0.49886421142957743,1.9200000000000002,3.8765578269958496,0.038765578269958495
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,2,1.0,0.82,2.5976632671879685,0.5008704207036581,2.0799999999999996,3.8765578269958496,0.038765578269958495
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,2,1.0,0.87,2.907724530492924,0.5040371768814895,2.27,3.8765578269958496,0.038765578269958495
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,1,1.0,0.54,1.6294695392921512,0.4992538922222242,1.52,1.068586826324463,0.010685868263244629
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,1,1.0,0.7,2.1055591224427435,0.5011502390910979,1.7100000000000002,1.068586826324463,0.010685868263244629
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,1,1.0,0.76,2.4903135761831523,0.5010700075715547,1.8400000000000003,1.068586826324463,0.010685868263244629
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,1,1.0,0.84,3.0137978953897884,0.5033438751412305,2.05,1.068586826324463,0.010685868263244629
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,1,1.0,0.87,3.5903398179428514,0.5029799768571721,2.19,1.068586826324463,0.010685868263244629
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.55,1.5505714366754597,0.5023055991930829,1.66,6.600109815597534,0.06600109815597534
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.7,1.9604024962889195,0.5038518092449396,1.81,6.600109815597534,0.06600109815597534
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,2,1.0,0.74,2.1947217718660323,0.5040985791048667,1.94,6.600109815597534,0.06600109815597534
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,2,1.0,0.75,2.5148447641579112,0.5035675526313531,2.1,6.600109815597534,0.06600109815597534
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,2,1.0,0.86,2.8233058270519855,0.5067137852497998,2.22,6.600109815597534,0.06600109815597534
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,1,1.0,0.53,1.679303273112522,0.49244611925860254,1.52,0.6748652458190918,0.006748652458190918
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,1,1.0,0.69,2.162359579626897,0.4929404752126112,1.6600000000000001,0.6748652458190918,0.006748652458190918
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,1,1.0,0.77,2.6014850167212966,0.4928688038584826,1.82,0.6748652458190918,0.006748652458190918
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,1,1.0,0.83,3.4242249738320494,0.4951636965150177,2.04,0.6748652458190918,0.006748652458190918
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,1,1.0,0.86,4.058393636453019,0.495600843346123,2.18,0.6748652458190918,0.006748652458190918
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.54,1.583033110789984,0.4963551064830581,1.6,4.8855860233306885,0.04885586023330688
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.68,1.9361211837601047,0.49548535008719585,1.82,4.8855860233306885,0.04885586023330688
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,2,1.0,0.74,2.2258590384416705,0.4949434346687181,1.92,4.8855860233306885,0.04885586023330688
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,2,1.0,0.77,2.593537454380059,0.49535603110299226,2.1300000000000003,4.8855860233306885,0.04885586023330688
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,2,1.0,0.86,2.8643589447908373,0.49662197248033624,2.29,4.8855860233306885,0.04885586023330688
Bail,XGBoost,label,tlps,100,Baseline,0.0,1.0,1,1.0,0.3,0.8427980353084343,0.48662367692190905,1.3,0.8510479927062988,0.008510479927062988
Bail,XGBoost,label,tlps,100,Baseline,0.0,1.0,2,1.0,0.31,0.780607794976649,0.4906960999719874,1.34,5.38623309135437,0.0538623309135437
Bail,XGBoost,label,tlps,100,Baseline,0.0,0.5,1,1.0,0.31,0.9510504435495516,0.48177185648654786,1.25,0.5352292060852051,0.005352292060852051
Bail,XGBoost,label,tlps,100,Baseline,0.0,0.5,2,1.0,0.29,0.8559575428302777,0.47851674316541987,1.33,3.9402272701263428,0.039402272701263424
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,1.0,1,1.0,0.59,1.7629829216662378,0.4904209697414693,1.61,0.8661899566650391,0.00866189956665039
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,1.0,1,1.0,0.71,2.140452246442597,0.49070160599983936,1.6900000000000002,0.8661899566650391,0.00866189956665039
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,1.0,1,1.0,0.78,2.6323292206459934,0.49318226716767055,1.88,0.8661899566650391,0.00866189956665039
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,1.0,1,1.0,0.82,3.0533828135078678,0.4964894979561777,2.04,0.8661899566650391,0.00866189956665039
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,1.0,1,1.0,0.9,3.5568404298859555,0.49982091205161383,2.16,0.8661899566650391,0.00866189956665039
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,1.0,2,1.0,0.61,1.4799963573361652,0.4894734682619686,1.7400000000000002,5.32066011428833,0.0532066011428833
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,1.0,2,1.0,0.6,1.8338840006609436,0.49143659172315196,1.8399999999999999,5.32066011428833,0.0532066011428833
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,1.0,2,1.0,0.74,2.362942701250245,0.4900414417815558,2.1,5.32066011428833,0.0532066011428833
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,1.0,2,1.0,0.8,2.737450517995087,0.4925777619998224,2.23,5.32066011428833,0.0532066011428833
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,1.0,2,1.0,0.86,3.1099518805054096,0.49573201507609765,2.33,5.32066011428833,0.0532066011428833
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,0.5,1,1.0,0.61,1.9037297931593622,0.486311850363042,1.5599999999999998,0.5480191707611084,0.005480191707611084
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,0.5,1,1.0,0.75,2.2181965260102623,0.48741805777932107,1.6300000000000001,0.5480191707611084,0.005480191707611084
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,1,1.0,0.81,2.7645780604250514,0.4894893007370367,1.86,0.5480191707611084,0.005480191707611084
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,1,1.0,0.83,3.189789737496543,0.4914518471490238,1.9700000000000002,0.5480191707611084,0.005480191707611084
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,1,1.0,0.89,3.8648802748053113,0.49831886393496644,2.08,0.5480191707611084,0.005480191707611084
Bail,XGBoost,label,tlps,100,DiRARTE-W,1.5,0.5,2,1.0,0.57,1.6884214950325456,0.48625443283452213,1.66,4.073461055755615,0.04073461055755615
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.0,0.5,2,1.0,0.72,2.0421321885903962,0.4864997748754889,1.79,4.073461055755615,0.04073461055755615
Bail,XGBoost,label,tlps,100,DiRARTE-W,2.5,0.5,2,1.0,0.74,2.478249052256041,0.48801065684038414,2.0,4.073461055755615,0.04073461055755615
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.0,0.5,2,1.0,0.81,2.8051402460280612,0.48824566253148105,2.16,4.073461055755615,0.04073461055755615
Bail,XGBoost,label,tlps,100,DiRARTE-W,3.5,0.5,2,1.0,0.89,3.1895274515718772,0.4920482833787392,2.25,4.073461055755615,0.04073461055755615
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,1,1.0,0.52,1.7289101066795058,0.4930462604476689,1.55,1.117908000946045,0.011179080009460449
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,1,1.0,0.64,2.15014609773324,0.493027238215039,1.75,1.117908000946045,0.011179080009460449
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,1,1.0,0.76,2.579010205803607,0.49459959201582626,1.9300000000000002,1.117908000946045,0.011179080009460449
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,1,1.0,0.83,2.9882649793195184,0.4962789964147875,2.11,1.117908000946045,0.011179080009460449
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,1,1.0,0.86,3.4197963794256947,0.49963824498468634,2.21,1.117908000946045,0.011179080009460449
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.52,1.465326110742398,0.49064942999024747,1.71,6.7553629875183105,0.06755362987518311
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.59,2.0086108322593046,0.4912758068963528,1.8900000000000001,6.7553629875183105,0.06755362987518311
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,1.0,2,1.0,0.69,2.3528265867302696,0.491935605509953,2.08,6.7553629875183105,0.06755362987518311
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,1.0,2,1.0,0.84,2.7328323239030023,0.4913893778162073,2.2199999999999998,6.7553629875183105,0.06755362987518311
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,1.0,2,1.0,0.85,3.0139180306258866,0.49377682253926364,2.29,6.7553629875183105,0.06755362987518311
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,1,1.0,0.54,1.8396836423252771,0.4918565582245312,1.51,0.6725091934204102,0.006725091934204102
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,1,1.0,0.67,2.2301035261901414,0.49256398867748724,1.68,0.6725091934204102,0.006725091934204102
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.06,0.5,1,1.0,0.79,2.670872668503421,0.4945741260430541,1.9100000000000001,0.6725091934204102,0.006725091934204102
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.08,0.5,1,1.0,0.82,3.1297424421136544,0.4979329926600984,2.05,0.6725091934204102,0.006725091934204102
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.1,0.5,1,1.0,0.89,3.670654841349787,0.5039346611705606,2.1500000000000004,0.6725091934204102,0.006725091934204102
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.53,1.7043216235200693,0.4930325633271551,1.6800000000000002,5.132203102111816,0.05132203102111817
Bail,XGBoost,label,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.67,2.106929002120763,0.49265876096825595,1.82,5.132203102111816,0.05132203102111817
